国内_A1_据説_IDCS,48.18897,48.18897,558.4252,1627.023,先頭ページ,16.933344,16.933344,196.850124,573.969806
国内_A1_据説_IDCS5.5,48.18897,48.18897,558.4252,1627.023,先頭ページ,16.933344,16.933344,196.850124,573.969806
国内_A1_据説_IDCS5.5_2mm,48.18897,48.18897,556.4252,1627.023,先頭ページ,16.933344,16.933344,196.144568,573.969806
国内_A1_据説_IDCS5.5_3mm,48.18897,48.18897,564.6614,1660.783,先頭ページ,16.933344,16.933344,199.31957,585.964258
国内_A1_据説_IDCS5.5_新レイアウト,48.18897,48.18897,564.6614,1660.783,先頭ページ,16.933344,16.933344,199.31957,585.964258
国内_A2_取説_IDCS (α・β),48.18897,48.18897,395.433,1150.275,先頭ページ,16.933344,16.933344,139.34731,405.6947
国内_A2_据説_IDCS (ハウジング),48.18897,48.18897,564.0944,1639.779,先頭ページ,16.933344,16.933344,198.966792,578.55592
国内_A2_据説_IDCS,48.18897,48.18897,558.4252,1627.023,先頭ページ,16.933344,16.933344,196.850124,573.969806
国内_A2_据説_IDCS_2mm,48.18897,48.18897,552.8252,1627.023,先頭ページ,16.933344,16.933344,195.086234,573.969806
国内_A2_据説_IDCS_2mm,48.18897,48.18897,558.4252,1627.023,先頭ページ,16.933344,16.933344,196.850124,573.969806
国内_A2_据説_IDCS5 (ハウジング),48.18897,48.18897,552.3137,1626.920,先頭ページ,16.933344,16.933344,194.733456,573.969806
国内_A2_据説_IDCS5 (リンナイSS),48.18897,48.18897,564.1944,1637.622,先頭ページ,16.933344,16.933344,198.966792,577.850364
国内_A2_据説_IDCS5 (新レイアウト),48.18897,48.18897,564.0944,1627.023,先頭ページ,16.933344,16.933344,198.966792,573.969806
国内_A3_取説_IDCS (γ1),48.18897,48.18897,580,798.7795,先頭ページ,16.933344,16.933344,204.61124,281.869622
国内_A3_据説_IDcc,48.18897,48.18897,564.0944,816.0991,先頭ページ,16.933344,16.933344,198.966792,287.866848
国内_A3_据説_IDCS (ハウジング),48.18897,48.18897,564.0944,798.7795,先頭ページ,16.933344,16.933344,198.966792,281.869622
国内_A3_据説_IDCS (床暖房),48.18897,48.18897,401.1023,1110.086,先頭ページ,16.933344,16.933344,141.463978,391.58358
国内_A3_据説_IDCS,48.18897,48.18897,558.4252,785.4338,先頭ページ,16.933344,16.933344,196.850124,276.93073
国内_A4_取説_PS書き出し,56.69291,56.69291,283.4645,113.3858,最終ページ,20.108346,20.108346,99.836174,39.863914
国内_A4_取説_X4,56.69291,56.69291,253.0379,56.16976,最終ページ,20.108346,20.108346,89.252834,19.755568
国内_A4_取説_ハウジング3つ折_IDCS5,56.69291,56.69291,282.7048,116.2572,先頭ページ,20.108346,20.108346,99.836174,40.922248
国内_A4_取説_直接書き出し,56.69291,56.69291,253.0379,56.16976,最終ページ,20.108346,20.108346,89.252834,19.755568
国内_A4_据説_IDCS (A1→A4　表1),48.18897,48.18897,583.937,848.1654,先頭ページ,16.933344,16.933344,206.022352,299.155744
国内_A4_据説_IDCS5.5 (A1→A4　表1),48.18897,48.18897,552.7559,790.8661,先頭ページ,16.933344,16.933344,195.086234,279.047398
国内_A5_取説_FM6.0,48.18897,48.18897,232.4409,131.811,最終ページ,16.933344,16.933344,81.844496,46.566696
国内_A5_取説_IDCS (格力),48.18897,48.18897,104,137,最終ページ,16.933344,16.933344,36.688912,48.330586
国内_A5_取説_IDCS,48.18897,48.18897,232.4409,131.811,最終ページ,16.933344,16.933344,81.844496,46.566696
国内_取説_X4,56.69291,56.69291,253.0379,802.1373,先頭ページ,20.108346,20.108346,89.252834,282.927956
海外_A1_取・据_IDCS3,42.52,42.52,580,1779.48,先頭ページ,15.169454,15.169454,204.61124,627.592062
海外_A1_取・据両面_IDCS5.5,42.52,42.52,382.6771,2338,先頭ページ,15.169454,15.169454,135.113974,824.794964
海外_A1_取・据両面_IDCS5.5_TW加湿,42.52,42.52,382.6771,2338,先頭ページ,15.169454,15.169454,135.113974,824.794964
海外_A1_据説_FM6.0 (10mm右),48.18897,48.18897,629.2913,1674.409,先頭ページ,16.933344,16.933344,221.897362,590.550372
海外_A1_据説_FM6.0 (2mm右・7mm下),48.18897,48.18897,606.6141,1652.598,先頭ページ,16.933344,16.933344,214.136246,583.142034
海外_A1_据説_FM6.0 (2mm右・7mm下)1,48.18897,48.18897,604.6141,1640.598,先頭ページ,16.933344,16.933344,213.43069,578.908698
海外_A1_据説_FM6.0 (2mm右・7mm下)1,48.18897,48.18897,604.6141,1645.598,先頭ページ,16.933344,16.933344,213.43069,580.672588
海外_A1_据説_FM6.0 (2mm右・7mm下)2,48.18897,48.18897,602.6141,1640.598,先頭ページ,16.933344,16.933344,212.725134,578.908698
海外_A1_据説_FM6.0 (3mm右),48.18897,48.18897,609.4488,1674.409,先頭ページ,16.933344,16.933344,214.841802,590.550372
海外_A1_据説_FM6.0 (3mm上・3mm左),48.18897,48.18897,592.4409,1682.912,先頭ページ,16.933344,16.933344,208.844576,593.725374
海外_A1_据説_FM6.0 (5mm右),48.18897,48.18897,615.1181,1674.409,先頭ページ,16.933344,16.933344,216.95847,590.550372
海外_A1_据説_FM6.0 (5mm上),48.18897,48.18897,600.9448,1686.614,先頭ページ,16.933344,16.933344,212.019578,595.136486
海外_A1_据説_FM6.0 (8mm右),48.18897,48.18897,623.622,1674.409,先頭ページ,16.933344,16.933344,220.133472,590.550372
海外_A1_据説_FM6.0 (アラビア語専用),48.18897,48.18897,2372.598,1674.409,先頭ページ,16.933344,16.933344,837.142194,590.550372
海外_A1_据説_FM6.0 (基本形),48.18897,48.18897,600.9448,1674.409,先頭ページ,16.933344,16.933344,212.019578,590.550372
海外_A1_据説_FM6.0 (床置専用),48.18897,48.18897,589.6063,1679.409,先頭ページ,16.933344,16.933344,208.13902,592.314262
海外_A1_据説_IDCS5.5 (4mm右),48.18897,48.18897,555.5905,1609.212,先頭ページ,16.933344,16.933344,196.144568,567.619802
海外_A1_据説_IDCS5.5 (ZEAS7),48.18897,48.18897,556.0866,1614.212,先頭ページ,16.933344,16.933344,196.144568,569.383692
海外_A1_据説_IDCS5.5 (基本形),48.18897,48.18897,547.0866,1609.212,先頭ページ,16.933344,16.933344,192.969566,567.619802
海外_A1_据説_IDCS5.5 (基本形)天カセ（外部データ）,48.18897,48.18897,547.0866,1609.212,先頭ページ,16.933344,16.933344,192.969566,567.619802
海外_A1_据説_IDCS5.5 (基本形1),48.18897,48.18897,0,1609.212,先頭ページ,16.933344,16.933344,0,567.619802
海外_A1_据説_IDCS5.5 (基本形2),48.18897,48.18897,545,1609.212,先頭ページ,16.933344,16.933344,192.26401,567.619802
海外_A1_据説_IDCS5.5 (基本形3),48.18897,48.18897,550.0866,1609.212,先頭ページ,16.933344,16.933344,194.0279,567.619802
海外_A1_据説_IDCS5.5,48.18897,48.18897,541.5905,1609.212,先頭ページ,16.933344,16.933344,191.205676,567.619802
海外_A1_据説_IDCS5.5,48.18897,48.18897,555.5905,1609.212,先頭ページ,16.933344,16.933344,196.144568,567.619802
海外_A1_据説_IDCS5.5_2mm,48.18897,48.18897,546.0905,1609.212,先頭ページ,16.933344,16.933344,192.616788,567.619802
海外_A1_据説_IDCS5.5_左3mm,48.18897,48.18897,547.0905,1609.212,先頭ページ,16.933344,16.933344,192.969566,567.619802
海外_A1_据説_IDCS5.5_左5mm,48.18897,48.18897,541.5905,1609.212,先頭ページ,16.933344,16.933344,191.205676,567.619802
